date,text,hashtags,sentiment,words
Sun Mar 18 15:53:08 +0000 2018,"Il faut, hélas, rappeler aux journalistes que l'usage de l'expression ""élection présidentielle"" concernant ""l'élection"" de #Poutine est incorrect. Aucune liberté d'information en #Russie, aucun candidat libre, aucun contrôle honnête des bureaux de vote. #Putin #Fake https://t.co/nqnvOxMJVQ",NO HASHTAG,positif,"falloir,héler,rappeler,journalist,usage,expression,élection,présidentiel,concerner,élection,poutin,incorrect,aucun,liberté,information,russie,aucun,candidat,libre,aucun,contrôler,honnête,bureau,vote,putin,fak"
Sun Mar 18 15:39:17 +0000 2018,"Russie: Poutine en route pour un 4e mandat, l'opposition dénonce des fraudes https://t.co/NG9ngxUb7S https://t.co/vZFLVxJ50x",NO HASHTAG,neutre,"russie,poutine,rout,4e,mandat,opposition,dénoncer,fraud"
Sun Mar 18 14:14:07 +0000 2018,"Il est plaisant d'entendre pérorer ceux qui critiquent la démocratie russe quand ils ont participé eux-mêmes à fausser l'élection présidentielle par une instrumentalisation politique très ""poutinienne""!",NO HASHTAG,positif,"plaire,entendre,pérorer,celui,critiquer,démocratie,russe,quand,participer,euxmêm,fausser,élection,présidentiel,instrumentalisation,politique,très,poutinienn"
Sun Mar 18 15:53:07 +0000 2018,Des irrégularités signalées lors de la présidentielle en Russie https://t.co/1XWBtOoq6k #Lemonde,Lemonde,neutre,"irrégularité,signaler,lors,présidentielle,russie,lemond"
Sun Mar 18 15:27:18 +0000 2018,"Londres finalement «prêt» à coopérer avec la Russie sur le dossier Skripal
https://t.co/U69ZaoSmag https://t.co/8JejB75iX9",NO HASHTAG,neutre,"londre,finalement,«,prêt,»,coopérer,russie,dossier,skripal"
Sun Mar 18 15:52:59 +0000 2018,@verbosemedusa @RenaudCamus Allié de Poutine pour trahir la France,NO HASHTAG,neutre,"verbosemeduser,renaudcamus,allier,poutine,trahir,france"
Sun Mar 18 15:25:00 +0000 2018,Depardieu un peu agacé qu'un journaliste lui demande pourquoi il a voté pour la présidentielle russe https://t.co/2RyjcJXKl3,NO HASHTAG,negatif,"depardieu,peu,agacer,journaliste,demander,pourquoi,avoir,voter,présidentielle,russe"
Sun Mar 18 09:41:22 +0000 2018,"Notez bien les noms des parlementaires français détachés en Russie en tant qu'observateurs pour draper Poutine des oripeaux démocrates.

ET NE VOTEZ JAMAIS POUR EUX.",NO HASHTAG,positif,"noter,bien,nom,parlementaire,français,détaché,russie,tant,observateur,draper,poutine,oripeau,démocrate,voter,jamais"
Fri Mar 16 19:00:30 +0000 2018,"Vu hier pendant le dernier débat de l’élection présidentielle russe : un échange très ""courtois""… 
#Quotidien https://t.co/NXuht56A6j",Quotidien,positif,"voir,hier,pendre,dernier,débat,lélection,présidentiel,russe,échang,très,courtois,…,quotidien"
Sun Mar 18 13:53:44 +0000 2018,"Transpédébigouines tou.te.s contre l'autocratie de Poutine Bons baisers queers de Paris aux LGBTQI de Russie 

#ToRussiansWithLove #БогородицаДеваПутинаПрогони #ИдиНаХуйПутин #РадужныеПротивФашизма #ЯЧеловекАНеПропаганда https://t.co/d7fPjbn23a",NO HASHTAG,positif,"transpédébigouin,tout,contrer,autocratie,poutine,bon,baiser,queer,pari,lgbtqi,russie,torussianswithlov,богородицадевапутинапрогони,идинахуйпутин,радужныепротивфашизма,ячеловеканепропаганда"
Sun Mar 18 13:14:01 +0000 2018,"Contre #Poutine, vive la “propagande homosexuelle” et vive nos identités Arc-En-Ciel !
#ToRussiansWithLove  ! https://t.co/eX2hxD4AvH","Poutine, ToRussiansWithLove",positif,"contrer,poutine,vif,“,propagande,homosexuel,”,vif,identiter,arcenciel,torussianswithlov"
Sat Mar 17 17:58:04 +0000 2018,"Une #FakeNews pour discréditer #Poutine et la #Russie? 
Coup de théâtre ? Selon l’ancien Ambassadeur britannique en Ouzbékistan, le « #Novitchok » serait « une arnaque comme les armes de destruction massives » irakiennes. #Skripal
https://t.co/vEGEmLDoa6","FakeNews, Poutine, Russie",positif,"fakenews,discréditer,poutine,russie,coup,théâtre,selon,lancien,ambassadeur,britannique,ouzbékistan,«,novitchok,»,«,arnaqu,comme,arme,destruction,massif,»,irakienne,skripal"
Sun Mar 18 15:52:53 +0000 2018,@SondageLiveFr Oui et nous le remercions ainsi que nos amis russes pour leur lutte contre les #Islamistes . Sans eux nous aurions eu encore plus d'attentats,Islamistes,positif,"sondagelivefr,oui,remercion,ainsi,ami,russe,lutt,contrer,islamiste,sans,encore,plus,attentat"
Sun Mar 18 15:52:14 +0000 2018,"Russie: l'opposition et des ONG dénoncent des milliers d'irrégularités 
 https://t.co/7B3x3CqocX https://t.co/uz5dmQd80u",NO HASHTAG,neutre,"russie,opposition,ong,dénoncer,millier,irrégularité"
Sun Mar 18 15:52:48 +0000 2018,"@Haldrix @FVache @Tancrede_Crptrs Bourrer les Russes, bourrer les urnes, Vive Poutine! https://t.co/1J5LRIX5wL",NO HASHTAG,positif,"haldrix,fvache,tancrede_crptr,bourrer,russe,bourrer,urne,vif,poutine"
Sun Mar 18 07:24:55 +0000 2018,"#PerfideAlbion #NaivetéFrançaise
Confirmé par Bloomberg: pendant que nous suivons stupidement les britanniques dans leurs #sanctions contre la #Russie, leurs investisseurs institutionnels achètent discrètement et massivement le nouvel emprunt d’Etat Russe https://t.co/Vpm0eFNEpq","PerfideAlbion, NaivetéFrançaise",positif,"perfidealbion,naivetéfrançais,confirmer,bloomberg,pendre,suivon,stupidemer,britannique,sanction,contrer,russie,investisseur,institutionnel,acheter,discrètemer,massivement,nouvel,emprunt,detat,russe"
Sun Mar 18 15:52:44 +0000 2018,L'opposition et des ONG dénoncent des milliers d'irrégularités en Russie https://t.co/wVrObJ0O0i,NO HASHTAG,neutre,"opposition,ong,dénoncer,millier,irrégularité,russie"
Fri Mar 16 18:20:18 +0000 2018,"#Russie : avant l'élection présidentielle de dimanche ➡ comprendre le bilan accablant de Vladimir @PutinRF à propos de la #LibertéDeLaPresse
https://t.co/bjN7H8hvIM https://t.co/cqdkiebWTw",Russie,positif,"russie,avant,élection,présidentiel,dimanche,➡,comprendre,bilan,accabler,vladimir,putinrf,propos,libertédelapresse"
Sun Mar 18 10:54:27 +0000 2018,"Si Vladimir Poutine avait fait mettre en examen le chef de l’opposition, trois mois avant l’élection, que n’aurait-on lu et entendu ?
En France, @FrancoisFillon , après 36 ans d’une vie publique exemplaire, a été mis en examen à trois mois du scrutin. https://t.co/d5pECc4vUd",NO HASHTAG,positif,"si,vladimir,poutine,faire,mettre,examen,chef,lopposition,trois,mois,avant,lélection,nauraiton,lire,entendre,france,francoisfillon,après,36,an,dune,vie,public,exemplaire,avoir,mettre,examen,trois,mois,scrutin"
Sun Mar 18 11:10:43 +0000 2018,Les autorités russes ont invités quelques dignitaires #FN dont Louis Aliot à venir clamer bien haut que le plébiscite en faveur de Poutine est très démocratique. Thierry Mariani est également invité pour chanter le bonheur des habitants de Crimée.  https://t.co/5uXpgsZkXY,FN,positif,"autorité,russe,invité,quelque,dignitaire,fn,dont,louis,aliot,venir,clamer,bien,haut,plébiscit,faveur,poutine,très,démocratique,thierry,mariani,également,inviter,chanter,bonheur,habitant,crimé"
Sun Mar 18 12:06:23 +0000 2018,"Le vieux con de #Depardieu a donc voté pour son ami , le grand démocrate #Poutine :
Quand tu es proche de #Kadyrov , #Poutine te parait un peu fade 
#RussiaElections2018

Le Parisien : Election présidentielle russe : Gérard Depardieu a voté à Paris. https://t.co/i1alSWO9yg","Depardieu, Poutine, Kadyrov",positif,"vieux,con,depardieu,avoir,donc,voter,ami,grand,démocrate,poutine,quand,proche,kadyrov,poutine,parer,peu,fade,russiaelections2018,parisien,election,présidentiel,russe,gérard,depardieu,avoir,voter,pari"
Sun Mar 18 15:54:49 +0000 2018,@Krisdub67 @JRochedy L'extrême-droite est grassement payés par Poutine pour affaiblir l'Union-Européenne et la faire explosée tu comprends ... c'est leur fond de commerce,NO HASHTAG,positif,"krisdub67,jrochedy,extrêmedroite,grassement,payer,poutine,affaiblir,unioneuropéenne,faire,exploser,comprendre,être,fondre,commerc"
Sun Mar 18 15:54:47 +0000 2018,La Russie se rend aux urnes à l’élection présidentielle https://t.co/oWypfftplR,NO HASHTAG,neutre,"russie,rendre,urne,lélection,présidentiel"
Sun Mar 18 15:00:02 +0000 2018,"Des #cosmonautes votent à la présidentielle depuis #Baïkonour

⚡️ EN CONTINU : 
➡️ https://t.co/AzwcUNILbp https://t.co/n8rRIg1PRP","cosmonautes, Baïkonour",positif,"cosmonaut,voter,présidentielle,depuis,baïkonour,⚡,️,continu,➡,️"
Sun Mar 18 07:51:23 +0000 2018,Le soleil ne se couche jamais sur le territoire de la Russie (11 fuseaux horaires) Un pays divers difficile à appréhender il faut de l’humilité intellectuelle et une grande expérience pour analyser et juger ce pays Mais nos rédactions parisiennes ont la science infuse #Moscou,NO HASHTAG,neutre,"soleil,couch,jamais,territoir,russie,11,fuseau,horaire,pays,divers,difficile,appréhender,falloir,lhumilité,intellectuel,grand,expérience,analyser,juger,pays,rédaction,parisien,science,infus,moscou"
Sun Mar 18 15:54:07 +0000 2018,@komaritski @LnVdOBLlgCoKvn9 @roads2 @mishell838 @sushilpershad @LevykinV @vnsoft1 @pankajanand2965 @pantone213u @kazurin4428 @pilot_svb @jwbranda @Lora020563 @shinunao2 @Elena_Orexova @PerezVizar @CreativeTanja @Chandra1Vinod @lana_liss @mujahidgrw @cko_mx @prayoga9090 @sergey_silkin @HasmukhSoni17 @lazurit_plus @0226baba @StephanieH9229 @bcavalli3333 @lex31555 @Lidija_Kojic @sminaev2015 @shizu__ @fahd_elnesr @paparosso60 @kimukimukimu81 @daniel_2509 @PtrSerg @schettanya @SrgPtr @lilo623 @Listev1 @semljnika @BluesignV @Quinnqueens @MoMo_SanDiego @SimonettaLein @macunaimaz Montagne de Géorgie en Russie https://t.co/XfLiaXZINj,NO HASHTAG,neutre,"komaritski,lnvdobllgcokvn9,roads2,mishell838,sushilpershad,levykinv,vnsoft1,pankajanand2965,pantone213u,kazurin4428,pilot_svb,jwbranda,lora020563,shinunao2,elena_orexova,perezvizar,creativetanja,chandra1vinod,lana_liss,mujahidgrw,cko_mx,prayoga9090,sergey_silkin,hasmukhsoni17,lazurit_plus,0226baba,stephanieh9229,bcavalli3333,lex31555,lidija_kojic,sminaev2015,shizu,_,_,fahd_elnesr,paparosso60,kimukimukimu81,daniel_2509,ptrserg,schettanya,srgptr,lilo623,listev1,semljnika,bluesignv,quinnqueens,momo_sandiego,simonettalein,macunaimaz,montagne,géorgie,russie"
Sun Mar 18 15:54:37 +0000 2018,Des électeurs à poils et à réaction en Russie https://t.co/cqZlrhLi2U via @YouTube,NO HASHTAG,neutre,"électeur,poil,réaction,russie,via,youtube"
Sun Mar 18 15:54:37 +0000 2018,"Pas Gorafi. Un Antonov AN-12 russe qui transportait 9,3 tonnes d'or a perdu une partie de sa cargaison au décollage. https://t.co/yCQitmcXi2",NO HASHTAG,neutre,"gorafi,antonov,an12,russe,transporter,93,tonne,or,avoir,perdre,partie,cargaison,décollage"
Sun Mar 18 15:54:33 +0000 2018,"#Russie: l'échec cinglant de la politique économique.
Un #PIB en baisse, des #exportations hyper dépendantes des hydrocarbures, une #démographie malade, une conso qui suivra la même pente... https://t.co/g3Pi4sBjOk","Russie, PIB, exportations",positif,"russie,échec,cingler,politique,économique,pib,baisse,exportater,hyper,dépendant,hydrocarbure,démographie,malade,conso,suivre,pent"
Sun Mar 18 09:08:50 +0000 2018,"Quand tu attends paisiblement d'être accusé d'être responsable de la vague de froid, de l'avalanche en Suisse, des réformes de la SNCF, et du décès de Stephen Hawking.
#Russie https://t.co/4C0Pdzjgra",NO HASHTAG,positif,"quand,attendre,paisiblement,être,accuser,être,responsable,vaguer,froid,avalanche,suisse,réforme,sncf,décès,stephen,hawking,russie"
Sun Mar 18 15:54:27 +0000 2018,"@BFMTV Poutine, pour ces élections, était il?",NO HASHTAG,neutre,"bfmtv,poutine,élection"
Sun Mar 18 09:56:03 +0000 2018,Election présidentielle russe: la Commission électorale victime d’une cyberattaque  https://t.co/JIH1XA4K7o https://t.co/jyI3yMdnrV,NO HASHTAG,neutre,"election,présidentiel,russe,commission,électoral,victime,dune,cyberattaqu"
Sun Mar 18 15:54:24 +0000 2018,La Russie prête à riposter en cas d’une éventuelle frappe US contre Damas: https://t.co/tOTbJRtNsv via @sputnik_fr,NO HASHTAG,neutre,"russie,prêter,riposter,cas,dune,éventuel,frapper,us,contrer,damer,via,sputnik_fr"
Sun Mar 18 11:57:04 +0000 2018,"Il avait déclaré à propos de Poutine : “C'est un homme avec un grand H, un humaniste”... https://t.co/2fgekS3ht0",NO HASHTAG,positif,"déclarer,propos,poutine,“,être,homme,grand,h,humaniste,”"
Sun Mar 18 15:54:17 +0000 2018,C’est un système d’observateurs internationaux parallèle? Louis Aliot a-t-il la qualité d’observateur international? Encore de l’apparat et de la contrefaçon d’administrations/savoirs que le système Poutine ne pourra jamais concurrencer loyalement. https://t.co/qFABFP0wYs,NO HASHTAG,positif,"cest,système,dobservateur,international,parallèle,louis,aliot,atil,qualité,dobservateur,international,encore,lapparat,contrefaçon,dadministration,/,savoir,système,poutine,pouvoir,jamais,concurrencer,loyalement"
Sun Mar 18 05:02:57 +0000 2018,"VIDEO⚡️Helena #Perroud : «Le #Russe est #fier et #Patriote. Ce n'est pas indifférent de savoir que le mot “Patrie” en russe s'écrit avec une majuscule, là où le mot “Etat” en russe s'écrit avec une minuscule»
#выборы2018 #ElectionRusse2018 #Poutine https://t.co/5OuxzJxMXy","Perroud, Russe, fier, Patriote",positif,"video,⚡,️helener,perroud,«,russe,fier,patriote,être,indifférent,savoir,mot,“,patrie,”,russe,si,écrire,majuscule,là,où,mot,“,etat,”,russe,si,écrire,minuscule,»,выборы2018,electionrusse2018,poutine"
Sun Mar 18 14:54:03 +0000 2018,"VIDÉO - Gérard Depardieu a voté pour la présidentielle russe
Parce que oui, souvenez-vous, il possède un passeport russe. https://t.co/G2clhWdXuc https://t.co/ALaPudYhHY",NO HASHTAG,positif,"vidéo,gérard,depardieu,avoir,voter,présidentielle,russe,parce,oui,souvenezvous,posséder,passeport,russe"
Sun Mar 18 13:32:42 +0000 2018,"« Le principal atout de #Poutine, c’est l’absence d’une alternative jugée crédible » https://t.co/0CftFUz7o9",Poutine,positif,"«,principal,atout,poutine,cest,labsence,dune,alternative,juger,crédible,»"
Sun Mar 18 15:54:09 +0000 2018,@Cariboudechou @BFMTV Ni à l alcolique predecesseur de poutine,NO HASHTAG,neutre,"cariboudechou,bfmtv,ni,alcoliqu,predecesseur,poutine"
Sun Mar 18 15:54:08 +0000 2018,"Il y quelque chose de positif chez Poutine? Ah, j’oubliais la guerre d’Ukraine, 10000 morts (sans compter les morts russes qui n’existent pas), 1,3 millions de réfugiés, et la haine des ukrainiens vis à vis des russes! https://t.co/4BBJ2EvvwB",NO HASHTAG,neutre,"quelque,chose,positif,chez,poutine,ah,joubliais,guerre,dukraine,10000,mort,sans,compter,mort,russe,nexistent,13,million,réfugié,haine,ukrainien,vis,vis,russe"
Sat Mar 17 21:25:31 +0000 2018,Info du soir « Ne rapportez que ce qui peut etre négatif pour Poutine! » Consigne des rédactions parisiennes à leurs correspondants envoyés pour les élections présidentielles à #Moscou,NO HASHTAG,negatif,"info,soir,«,rapporter,pouvoir,etre,négatif,poutine,»,consign,rédaction,parisien,correspondant,envoyer,élection,présidentiel,moscou"
Sun Mar 18 14:39:26 +0000 2018,"Les Russes vont faire confiance à Poutine
https://t.co/dIdsE9xb66 https://t.co/IqEp79k55W",NO HASHTAG,positif,"russe,aller,faire,confiance,poutin"
Sun Mar 18 15:54:05 +0000 2018,Accusations de fraude en Russie : les images surréalistes partagées par l'opposant n°1 à Poutine #WTF https://t.co/DsmY9Tthxt,WTF,neutre,"accusation,frauder,russie,image,surréaliste,partagée,opposer,°,1,poutine,wtf"
Sun Mar 18 15:54:04 +0000 2018,@Haldrix @FVache @Tancrede_Crptrs Et en Russie?,NO HASHTAG,neutre,"haldrix,fvache,tancrede_crptr,russie"
Sun Mar 18 15:54:04 +0000 2018,"@geoffdelc Le jour de la présidentielle russe, c’est LOUCHE",NO HASHTAG,neutre,"geoffdelc,jour,présidentielle,russe,cest,louche"
Sun Mar 18 15:54:02 +0000 2018,"@LouisRielFrance @uxerrois89 Les russes rouges, le bolchevisme juif dans toute sa puissance...... https://t.co/z6MBA1rcn1",NO HASHTAG,positif,"louisrielfrance,uxerrois89,russe,rouge,bolchevism,juif,tout,puissance"
Sat Mar 17 20:07:08 +0000 2018,"#Vasyl #Slipak vivait en  dps 19 ans et jouait à l’Opéra de Paris qd au début de la révolution, il renonce à sa brillante carrière, revient en #Ukraine &amp; participe au mvmt de #Maidan.

Le 09/06/16, il est tué par un sniper #russe ds la région de #Donetsk.

#Boycott_Russia2018 https://t.co/Z9bOnDQ8c7","Vasyl, Slipak",positif,"vasyl,slipak,vivre,dps,19,an,jouer,lopéra,pari,qd,début,révolution,renonc,brillant,carrièr,revenir,ukrain,amp,participe,mvmt,maidan,09/06/16,tuer,sniper,russe,ds,région,donetsk,boycott_russia2018"
Sun Mar 18 07:21:46 +0000 2018,"Putains de merde mais boycottez @bfmtv chaîne à la lèche du pouvoir qui traffic l'information

Vive @tvlofficiel (donnez pour compenser les subventions qui leurs sont interdites car il ne sont pas des toutous de macouille)

Vive @RTenfrancais 
Vive @sputnik_fr 

#boycottBFM https://t.co/ObYBdU0UKF",NO HASHTAG,positif,"putain,merder,boycotter,bfmtv,chaîn,lèch,pouvoir,traffic,information,vif,tvlofficiel,donner,compenser,subvention,interdite,car,toutou,macouill,vif,rtenfrancais,vif,sputnik_fr,boycottbfm"
